seq,ra,dec,mag,z_best,z_spec,z_phot,z_spec_quality,zphot_l68,zphot_u68,zphot_l95,zphot_u95,snr,m,m_std
19256.0,53.110458400000006,-27.7473392,24.87,0.378,-99.0,0.37799999999999995,-99.0,0.26,0.48,0.13,0.54,28.55,58600000.0,7580000.0
19257.0,53.175621,-27.7472057,25.97,1.141,-99.0,1.141,-99.0,1.03,1.26,0.8,1.41,15.33,105000000.0,16600000.0
19258.0,53.0645294,-27.747137100000003,26.26,2.121,-99.0,2.121,-99.0,1.88,2.37,1.47,2.55,11.47,463000000.0,152000000.0
19259.0,53.106571200000005,-27.7471523,25.6,0.747,-99.0,0.747,-99.0,0.63,0.86,0.48,0.96,14.12,113000000.0,17000000.0
19260.0,53.1681938,-27.748045,22.08,0.359,0.3829,0.359,2.0,0.29,0.42,0.23,0.48,207.65,766000000.0,97600000.0
19261.0,53.1654549,-27.748084999999996,23.37,0.716,-99.0,0.716,-99.0,0.66,0.78,0.6,0.84,81.05,750000000.0,128000000.0
19262.0,53.1558189,-27.7491398,22.67,0.089,1.6164,0.08900000000000001,3.0,0.06,0.12,0.04,0.19,122.63,38100000.0,11700000.0
19265.0,53.118457799999995,-27.7481518,23.08,0.911,-99.0,0.9109999999999999,-99.0,0.84,0.97,0.78,1.02,95.62,2410000000.0,383000000.0
19267.0,53.2156715,-27.7472439,24.12,2.295,-99.0,2.295,-99.0,2.16,2.5,1.96,2.61,23.59,2940000000.0,739000000.0
19268.0,53.1062431,-27.7470646,25.85,1.733,-99.0,1.733,-99.0,1.48,1.96,1.31,2.11,11.63,197000000.0,49500000.0
19274.0,53.103851299999995,-27.747661600000004,23.74,2.211,-99.0,2.211,-99.0,2.1,2.3,2.0,2.37,57.23,3430000000.0,705000000.0
19275.0,53.0984955,-27.7471466,25.16,0.452,-99.0,0.452,-99.0,0.36,0.54,0.24,0.61,23.52,76500000.0,14400000.0
19278.0,53.18389129999999,-27.748205199999997,22.26,0.488,0.0,0.488,2.0,0.43,0.55,0.37,0.61,195.74,1600000000.0,137000000.0
19279.0,53.2062302,-27.7479,21.99,0.528,-99.0,0.528,-99.0,0.48,0.58,0.43,0.63,155.72,2370000000.0,459000000.0
19282.0,53.110927600000004,-27.747232399999998,24.23,2.126,-99.0,2.126,-99.0,2.06,2.2,1.96,2.27,43.98,5700000000.0,1400000000.0
19285.0,53.08741379999999,-27.746957799999997,26.48,2.239,-99.0,2.239,-99.0,1.92,2.62,1.33,2.94,10.95,1060000000.0,339000000.0
19288.0,53.118881200000004,-27.746913899999996,26.29,2.168,-99.0,2.168,-99.0,1.92,2.4,1.68,2.65,9.43,265000000.0,43400000.0
19289.0,53.097045900000005,-27.746906300000003,25.77,0.704,-99.0,0.7040000000000001,-99.0,0.61,0.8,0.5,0.9,13.54,82300000.0,16300000.0
19295.0,53.1035461,-27.7468891,25.52,0.125,-99.0,0.125,-99.0,0.07,0.19,0.02,0.56,15.19,3940000.0,3520000.0
19297.0,53.1643753,-27.7471066,24.75,0.3,-99.0,0.3,-99.0,0.25,0.35,0.2,0.4,34.81,38900000.0,4980000.0
19300.0,53.117878000000005,-27.747386900000002,24.06,2.134,-99.0,2.134,-99.0,1.62,2.98,0.85,8.63,35.64,16700000000.0,7690000000.0
19305.0,53.195713,-27.747045500000002,25.22,3.187,-99.0,3.187,-99.0,3.11,3.27,3.03,3.41,24.49,2270000000.0,593000000.0
19306.0,53.187942500000005,-27.7471027,24.66,2.263,-99.0,2.263,-99.0,2.19,2.34,2.08,2.51,34.67,1790000000.0,438000000.0
19308.0,53.1191635,-27.7468967,24.55,2.509,-99.0,2.509,-99.0,2.37,2.6,2.26,2.68,39.79,2380000000.0,271000000.0
19310.0,53.11602779999999,-27.7472057,24.05,0.744,0.737,0.7440000000000001,2.0,0.69,0.8,0.64,0.86,47.06,349000000.0,66600000.0
19312.0,53.11180110000001,-27.7471218,24.59,1.989,-99.0,1.989,-99.0,1.9,2.06,1.49,2.27,35.33,1330000000.0,479000000.0
19314.0,53.1030655,-27.747287800000002,23.44,2.0249,2.0249,1.7369999999999999,1.0,1.66,1.81,1.6,1.89,73.07,5710000000.0,1270000000.0
19319.0,53.075447100000005,-27.7486267,23.34,1.96,1.7166,1.96,2.0,1.9,2.01,1.82,2.09,54.67,8440000000.0,2600000000.0
19322.0,53.2211304,-27.7552071,17.69,0.279,0.279,0.33,1.0,0.29,0.37,0.25,0.42,1118.11,56000000000.0,21800000000.0
19323.0,53.207862899999995,-27.7471542,22.87,1.806,-99.0,1.806,-99.0,1.72,1.89,1.61,1.98,89.9,18200000000.0,1050000000.0
19324.0,53.170742000000004,-27.747266800000002,24.06,1.6134,1.6134,1.6569999999999998,1.0,1.59,1.73,1.54,1.83,52.41,4240000000.0,1280000000.0
19325.0,53.116458900000005,-27.746770899999998,24.58,0.45,-99.0,0.45,-99.0,0.37,0.53,0.24,0.59,33.12,175000000.0,34800000.0
19327.0,53.132831599999996,-27.746622100000003,25.36,0.396,-99.0,0.396,-99.0,0.31,0.48,0.22,0.55,21.92,41800000.0,6850000.0
19329.0,53.198333700000006,-27.747800800000004,22.49,1.93,1.93,1.85,1.0,1.78,1.92,1.72,1.99,122.89,50100000000.0,6830000000.0
19331.0,53.069396999999995,-27.7464886,25.98,5.27,-99.0,5.27,-99.0,5.2,5.34,5.12,5.41,17.22,841000000.0,2110000000.0
19333.0,53.214119,-27.7464428,24.7,1.621,-99.0,1.621,-99.0,1.49,1.76,1.36,1.92,14.61,756000000.0,166000000.0
19337.0,53.1333466,-27.746561100000005,25.39,0.968,-99.0,0.968,-99.0,0.89,1.04,0.78,1.11,18.66,185000000.0,37300000.0
19341.0,53.12186429999999,-27.7465115,25.51,2.423,-99.0,2.423,-99.0,1.99,2.56,1.16,2.68,25.13,1210000000.0,215000000.0
19342.0,53.1594048,-27.748640100000003,20.5,0.666,0.666,0.6459999999999999,1.0,0.6,0.69,0.56,0.72,588.47,28300000000.0,7160000000.0
19343.0,53.124729200000004,-27.746677399999996,24.69,1.99,-99.0,1.99,-99.0,1.92,2.06,1.85,2.23,38.11,931000000.0,264000000.0
19344.0,53.1366806,-27.7465076,25.33,0.508,-99.0,0.508,-99.0,0.42,0.6,0.24,0.67,24.45,59700000.0,8270000.0
19345.0,53.10573960000001,-27.7464581,25.32,1.677,-99.0,1.6769999999999998,-99.0,1.6,1.76,1.52,1.84,19.34,533000000.0,81300000.0
19346.0,53.1285629,-27.7465038,25.62,3.261,-99.0,3.261,-99.0,3.12,3.37,3.0,3.5,19.42,1950000000.0,540000000.0
19348.0,53.19524770000001,-27.7468758,24.85,3.708,-99.0,3.708,-99.0,3.54,3.87,3.39,4.02,27.7,7050000000.0,1650000000.0
19349.0,53.2084885,-27.746490500000004,23.28,0.046,-99.0,0.046,-99.0,-99.0,-99.0,0.01,8.91,52.84,2640000.0,3480000.0
19351.0,53.096817,-27.7465267,24.7,1.734,-99.0,1.734,-99.0,1.66,1.81,1.59,1.88,39.6,1180000000.0,182000000.0
19354.0,53.1371384,-27.7465725,24.41,0.804,-99.0,0.804,-99.0,0.73,0.88,0.66,0.94,50.4,343000000.0,49100000.0
19357.0,53.0930634,-27.7465229,24.97,0.716,-99.0,0.716,-99.0,0.65,0.78,0.58,0.85,24.22,222000000.0,49300000.0
19359.0,53.173618299999994,-27.7468567,23.65,0.119,-99.0,0.11900000000000001,-99.0,0.09,0.16,0.06,0.22,68.96,24200000.0,11300000.0
19361.0,53.2136497,-27.7462311,24.82,1.549,-99.0,1.5490000000000002,-99.0,1.36,1.77,1.15,1.96,10.9,755000000.0,249000000.0
19362.0,53.103919999999995,-27.746210100000003,25.87,0.333,-99.0,0.33299999999999996,-99.0,0.16,0.51,0.04,0.65,8.33,14000000.0,4240000.0
19363.0,53.1284065,-27.7463036,25.84,0.173,-99.0,0.17300000000000001,-99.0,0.11,2.59,0.04,2.81,16.49,2020000.0,3160000.0
19364.0,53.1182213,-27.746334100000002,25.0,1.49,-99.0,1.49,-99.0,1.39,1.59,1.3,1.73,25.49,648000000.0,110000000.0
19365.0,53.1113739,-27.746400800000004,25.14,1.693,-99.0,1.693,-99.0,1.61,1.78,1.53,1.86,18.97,612000000.0,93400000.0
19366.0,53.0940704,-27.746536300000002,24.17,0.473,-99.0,0.473,-99.0,0.4,0.53,0.25,0.59,47.75,253000000.0,66200000.0
19369.0,53.1213455,-27.746349300000002,25.22,1.587,-99.0,1.587,-99.0,1.48,1.74,0.99,7.37,28.77,694000000.0,109000000.0
19372.0,53.203140299999994,-27.746187199999998,25.78,0.51,-99.0,0.51,-99.0,0.3,0.91,0.08,1.99,16.51,16900000.0,5130000.0
19378.0,53.2103615,-27.746452299999998,23.85,1.872,-99.0,1.8719999999999999,-99.0,1.75,1.99,1.54,2.06,34.09,4010000000.0,684000000.0
19381.0,53.06906510000001,-27.7460461,26.05,4.686,-99.0,4.686,-99.0,4.6,4.77,4.5,4.9,14.27,10700000000.0,3110000000.0
19382.0,53.11800770000001,-27.746467600000003,25.57,1.495,-99.0,1.495,-99.0,1.38,1.61,1.28,1.71,11.08,318000000.0,83900000.0
19384.0,53.1335068,-27.7477036,20.71,0.895,0.895,0.857,1.0,0.81,0.91,0.74,0.97,575.91,38500000000.0,4850000000.0
19385.0,53.1800423,-27.749166499999998,19.39,0.5487,0.5487,0.54,1.0,0.48,0.6,0.44,0.65,944.79,24000000000.0,5840000000.0
19386.0,53.1305275,-27.746168100000006,24.79,0.91,-99.0,0.91,-99.0,0.83,0.99,0.73,1.05,33.82,320000000.0,52900000.0
19390.0,53.15229420000001,-27.746103299999998,25.45,2.208,-99.0,2.208,-99.0,2.05,2.34,1.93,2.49,20.22,715000000.0,137000000.0
19394.0,53.0973167,-27.746654499999998,23.58,0.724,-99.0,0.7240000000000001,-99.0,0.66,0.79,0.61,0.85,65.26,487000000.0,81600000.0
19396.0,53.2150536,-27.745853399999998,24.79,0.583,-99.0,0.583,-99.0,0.51,0.67,0.43,0.97,9.98,229000000.0,107000000.0
19399.0,53.19821170000001,-27.7460079,25.14,0.589,-99.0,0.589,-99.0,0.52,0.66,0.46,0.71,29.44,80500000.0,10700000.0
19400.0,53.0687218,-27.7469559,21.41,0.976,0.976,0.995,1.0,0.95,1.04,0.89,1.1,293.49,13000000000.0,5480000000.0
19401.0,53.15243910000001,-27.7457771,26.05,1.462,-99.0,1.462,-99.0,1.29,1.64,1.11,1.88,11.86,117000000.0,41400000.0
19409.0,53.201854700000005,-27.745801899999996,25.58,2.281,-99.0,2.281,-99.0,2.16,2.4,2.02,2.55,19.33,821000000.0,153000000.0
19410.0,53.171668999999994,-27.7465534,24.03,0.699,-99.0,0.6990000000000001,-99.0,0.64,0.76,0.58,0.81,52.0,445000000.0,89200000.0
19412.0,53.1604462,-27.745855300000002,25.37,1.015,-99.0,1.015,-99.0,0.9,1.16,0.74,1.53,23.87,938000000.0,233000000.0
19413.0,53.2014656,-27.7470989,22.23,1.688,-99.0,1.6880000000000002,-99.0,1.62,1.76,1.56,1.84,146.8,27200000000.0,3610000000.0
19414.0,53.196125,-27.7457314,25.69,2.665,-99.0,2.665,-99.0,2.44,2.94,2.08,3.25,13.26,11600000000.0,7020000000.0
19416.0,53.072990399999995,-27.7462387,23.29,1.265,-99.0,1.265,-99.0,1.2,1.33,1.13,1.39,83.93,2140000000.0,639000000.0
19424.0,53.1074257,-27.7463951,23.88,1.797,-99.0,1.797,-99.0,1.7,1.89,1.59,2.0,38.8,2940000000.0,773000000.0
19426.0,53.2086105,-27.746706,22.23,1.728,1.1037,1.7280000000000002,3.0,1.55,1.91,1.41,2.2,88.07,18400000000.0,6550000000.0
19429.0,53.0652084,-27.745386100000005,26.02,2.42,-99.0,2.42,-99.0,2.16,2.61,0.54,2.8,9.07,730000000.0,158000000.0
19431.0,53.16159820000001,-27.746925399999995,20.56,0.7351,0.7351,0.703,1.0,0.66,0.74,0.61,0.78,531.19,32100000000.0,7490000000.0
19433.0,53.0687828,-27.745880100000004,24.35,0.989,-99.0,0.9890000000000001,-99.0,0.93,1.05,0.86,1.1,37.54,413000000.0,123000000.0
19434.0,53.2154198,-27.7456417,23.69,0.51,-99.0,0.51,-99.0,0.45,0.57,0.37,0.64,25.79,534000000.0,143000000.0
19435.0,53.104278599999994,-27.746551500000002,22.45,1.625,-99.0,1.625,-99.0,1.58,1.68,1.52,1.77,123.17,17800000000.0,6130000000.0
19443.0,53.08632660000001,-27.748260499999997,20.19,0.969,0.969,0.9,1.0,0.85,0.95,0.79,1.01,567.79,50600000000.0,10400000000.0
19444.0,53.1087189,-27.7457619,24.4,0.333,-99.0,0.33299999999999996,-99.0,0.25,0.42,0.17,0.48,29.58,62400000.0,7050000.0
19446.0,53.1652184,-27.7458,24.51,3.245,-99.0,3.245,-99.0,3.2,3.3,3.15,3.37,36.53,10300000000.0,2920000000.0
19447.0,53.067028,-27.745374699999996,25.22,2.404,-99.0,2.404,-99.0,2.31,2.49,2.2,2.57,25.42,515000000.0,187000000.0
19450.0,53.1869736,-27.745399499999998,25.18,1.853,-99.0,1.8530000000000002,-99.0,1.73,1.97,1.52,2.06,15.86,879000000.0,144000000.0
19454.0,53.068504299999994,-27.7456474,24.23,0.892,0.9728,0.892,2.0,0.83,0.96,0.76,1.01,36.96,402000000.0,102000000.0
19455.0,53.0684814,-27.745370899999998,25.14,1.044,-99.0,1.044,-99.0,0.8,1.15,0.14,1.24,18.94,402000000.0,46000000.0
19459.0,53.094429000000005,-27.745876300000003,23.45,0.668,0.668,0.6890000000000001,1.0,0.64,0.74,0.59,0.8,89.26,573000000.0,42700000.0
19460.0,53.112999,-27.745550199999997,23.88,2.3235,2.3235,2.38,1.0,2.3,2.46,2.22,2.53,60.29,10800000000.0,2370000000.0
19461.0,53.21521,-27.745113399999997,24.82,2.224,-99.0,2.224,-99.0,1.92,2.53,1.73,2.65,13.12,6160000000.0,1930000000.0
19462.0,53.06780620000001,-27.7465477,23.05,1.149,1.183,1.149,2.0,1.09,1.21,1.02,1.28,83.57,5710000000.0,686000000.0
19463.0,53.067516299999994,-27.7451267,26.13,0.198,-99.0,0.198,-99.0,0.09,0.47,0.02,1.53,8.87,3300000.0,4090000.0
19465.0,53.131454500000004,-27.7454357,24.41,3.308,-99.0,3.3080000000000003,-99.0,3.25,3.37,3.19,3.44,35.88,9090000000.0,1400000000.0
19468.0,53.178264600000006,-27.745101899999998,25.55,0.704,-99.0,0.7040000000000001,-99.0,0.57,0.84,0.43,0.94,15.42,116000000.0,19100000.0
19469.0,53.1206017,-27.7451897,25.4,1.086,-99.0,1.0859999999999999,-99.0,0.98,1.2,0.8,1.34,22.4,278000000.0,57800000.0
19470.0,53.145462,-27.7454548,24.75,1.618,1.893,1.618,3.0,1.54,1.7,1.44,1.79,35.53,866000000.0,175000000.0
19471.0,53.0648956,-27.7457314,23.65,0.832,-99.0,0.8320000000000001,-99.0,0.76,0.91,0.68,0.96,50.08,581000000.0,82500000.0
19473.0,53.1970329,-27.745616899999998,23.09,1.658,-99.0,1.6580000000000001,-99.0,1.58,1.74,1.51,1.83,108.92,25100000000.0,2220000000.0
19474.0,53.1204529,-27.7451115,25.48,1.009,-99.0,1.0090000000000001,-99.0,0.93,1.09,0.83,1.16,19.39,237000000.0,62300000.0
19480.0,53.1319084,-27.7452011,24.57,0.584,-99.0,0.584,-99.0,0.51,0.66,0.44,0.72,44.26,180000000.0,25400000.0
19481.0,53.179199200000006,-27.745225899999998,24.94,0.682,-99.0,0.682,-99.0,0.57,0.8,0.45,0.89,27.5,143000000.0,23400000.0
19485.0,53.11314010000001,-27.7452602,24.48,0.195,-99.0,0.195,-99.0,0.15,0.25,0.1,0.31,38.25,20900000.0,4680000.0
19490.0,53.1882744,-27.7448826,25.64,3.468,-99.0,3.468,-99.0,3.25,3.72,3.13,4.03,15.17,2100000000.0,767000000.0
19494.0,53.1455307,-27.7451859,24.58,0.629,1.893,0.629,3.0,0.56,0.7,0.5,0.77,31.58,148000000.0,28200000.0
19495.0,53.148471799999996,-27.745090500000003,24.57,2.2456,2.2456,2.323,1.0,2.24,2.41,2.16,2.5,37.44,1550000000.0,573000000.0
19498.0,53.188449899999995,-27.7451935,23.77,2.667,-99.0,2.667,-99.0,2.61,2.72,2.55,2.79,69.53,6640000000.0,1170000000.0
19499.0,53.13362120000001,-27.7449036,25.12,1.28,-99.0,1.28,-99.0,1.16,1.4,1.05,1.53,32.11,1310000000.0,255000000.0
19500.0,53.10009,-27.744840600000003,25.47,1.81,-99.0,1.81,-99.0,1.71,1.91,1.6,1.99,16.74,601000000.0,64100000.0
19504.0,53.1329155,-27.7458096,22.31,1.6119,1.6119,1.526,1.0,1.45,1.6,1.39,1.67,154.5,17800000000.0,2270000000.0
19506.0,53.2146721,-27.7450485,23.2,0.51,-99.0,0.51,-99.0,0.46,0.56,0.42,0.64,40.86,1150000000.0,478000000.0
19508.0,53.11016850000001,-27.7454433,22.36,1.0143,1.0143,1.113,1.0,1.06,1.18,0.92,3.44,127.86,19600000000.0,10200000000.0
19514.0,53.0669556,-27.744794800000005,24.39,2.414,-99.0,2.414,-99.0,2.33,2.5,2.24,2.57,37.6,2330000000.0,511000000.0
19515.0,53.19895940000001,-27.744844399999995,24.59,1.732,-99.0,1.732,-99.0,1.62,1.84,1.51,1.94,37.29,1320000000.0,276000000.0
19516.0,53.1880417,-27.7445812,25.69,2.161,-99.0,2.161,-99.0,1.98,2.35,1.87,2.53,19.36,561000000.0,139000000.0
19517.0,53.17808910000001,-27.7446365,25.5,1.126,-99.0,1.126,-99.0,1.03,1.22,0.92,1.34,18.27,330000000.0,27700000.0
19520.0,53.2056541,-27.744958899999997,23.29,1.644,-99.0,1.6440000000000001,-99.0,1.56,1.74,1.47,1.84,59.3,4970000000.0,894000000.0
19521.0,53.1534691,-27.744619399999998,25.25,0.994,-99.0,0.9940000000000001,-99.0,0.92,1.07,0.84,1.13,23.87,297000000.0,32900000.0
19523.0,53.1415329,-27.745828600000003,22.42,0.294,-99.0,0.294,-99.0,0.23,0.36,0.18,0.43,126.14,282000000.0,21000000.0
19524.0,53.16867070000001,-27.7455711,23.34,0.368,-99.0,0.368,-99.0,0.3,0.44,0.24,0.49,82.28,232000000.0,15300000.0
19525.0,53.0884743,-27.745256400000002,23.55,1.556,-99.0,1.556,-99.0,1.43,1.69,1.32,1.97,53.76,2780000000.0,1490000000.0
19527.0,53.06333539999999,-27.744558299999998,25.22,3.204,-99.0,3.2039999999999997,-99.0,3.15,3.26,3.05,3.37,21.82,2230000000.0,1670000000.0
19528.0,53.109645799999996,-27.7443962,26.72,1.728,-99.0,1.7280000000000002,-99.0,1.46,1.98,0.99,2.38,8.54,120000000.0,24500000.0
19533.0,53.162246700000004,-27.746129999999997,21.84,0.828,-99.0,0.828,-99.0,0.76,0.89,0.7,0.94,158.6,4070000000.0,941000000.0
19534.0,53.094375600000006,-27.7445946,24.45,0.588,-99.0,0.588,-99.0,0.52,0.65,0.46,0.71,42.39,150000000.0,23300000.0
19535.0,53.2146225,-27.7446365,23.58,0.54,-99.0,0.54,-99.0,0.5,0.58,0.45,0.65,32.1,662000000.0,139000000.0
19536.0,53.17151260000001,-27.744363800000002,25.94,2.339,-99.0,2.339,-99.0,2.18,2.54,2.02,2.69,13.9,738000000.0,153000000.0
19539.0,53.2111397,-27.7444172,24.24,2.869,-99.0,2.8689999999999998,-99.0,2.82,2.92,2.74,3.01,22.1,2410000000.0,461000000.0
19541.0,53.21233370000001,-27.7443562,24.47,1.44,-99.0,1.44,-99.0,1.27,1.63,1.15,1.9,15.52,1690000000.0,354000000.0
19545.0,53.112373399999996,-27.745056199999997,23.96,0.308,2.56,0.308,2.0,0.23,0.38,0.18,0.45,47.72,86500000.0,12800000.0
19554.0,53.2072029,-27.744463,24.16,0.1264,0.1264,0.12300000000000001,1.0,0.09,0.17,0.05,0.25,18.8,7680000.0,1980000.0
19556.0,53.0679855,-27.744958899999997,22.59,1.074,1.1109,1.074,2.0,1.02,1.12,0.96,1.22,138.11,2520000000.0,890000000.0
19561.0,53.1099586,-27.7442608,25.53,1.906,-99.0,1.906,-99.0,1.76,2.04,1.54,2.18,20.51,742000000.0,206000000.0
19562.0,53.1901703,-27.7441196,25.73,2.418,-99.0,2.418,-99.0,2.27,2.58,2.15,2.68,16.11,845000000.0,276000000.0
19565.0,53.13927460000001,-27.744745299999998,23.48,0.588,-99.0,0.588,-99.0,0.54,0.64,0.49,0.69,66.94,340000000.0,64200000.0
19567.0,53.18683620000001,-27.744255100000004,25.12,0.8,-99.0,0.8,-99.0,0.7,0.89,0.61,0.96,19.47,192000000.0,29900000.0
19571.0,53.113708499999994,-27.7441406,24.78,0.137,0.336,0.13699999999999998,2.0,0.06,0.24,0.02,2.69,26.2,4870000.0,2470000.0
19572.0,53.150100699999996,-27.744192100000003,25.37,0.861,-99.0,0.861,-99.0,0.77,0.96,0.69,1.03,19.25,151000000.0,16400000.0
19573.0,53.1118584,-27.7442856,24.7,1.341,-99.0,1.341,-99.0,1.27,1.41,1.2,1.48,36.63,548000000.0,110000000.0
19574.0,53.10275649999999,-27.7441902,25.4,0.972,-99.0,0.972,-99.0,0.91,1.03,0.86,1.09,25.2,161000000.0,16600000.0
19575.0,53.1654358,-27.7440472,25.63,4.266,-99.0,4.266,-99.0,4.08,4.44,3.84,4.58,15.72,8140000000.0,2900000000.0
19577.0,53.2117233,-27.744955100000002,22.8,0.7,0.7386,0.7,2.0,0.65,0.76,0.59,0.81,46.34,1300000000.0,254000000.0
19581.0,53.1622086,-27.744188300000005,25.33,0.679,0.679,2.5639999999999996,1.0,2.5,2.63,2.44,2.72,22.77,36600000.0,13300000.0
19583.0,53.092441599999994,-27.7445831,23.94,0.699,-99.0,0.6990000000000001,-99.0,0.63,0.76,0.56,0.83,54.89,610000000.0,86100000.0
19584.0,53.2133331,-27.744165399999996,23.92,0.583,-99.0,0.583,-99.0,0.51,0.66,0.45,0.74,24.41,713000000.0,175000000.0
19585.0,53.0861015,-27.746229200000002,20.5,0.726,0.726,0.6409999999999999,1.0,0.6,0.68,0.56,0.74,503.14,32000000000.0,6630000000.0
19587.0,53.10945129999999,-27.744056699999998,25.5,3.461,-99.0,3.4610000000000003,-99.0,3.39,3.53,3.31,3.59,19.72,4700000000.0,1370000000.0
19589.0,53.10872270000001,-27.743953700000002,26.0,4.229,-99.0,4.229,-99.0,4.11,4.35,4.01,4.47,11.0,2910000000.0,1160000000.0
19593.0,53.2093468,-27.7439365,25.18,3.491,-99.0,3.491,-99.0,3.38,3.6,3.28,3.75,16.99,4990000000.0,1010000000.0
19594.0,53.16271210000001,-27.7442646,24.02,0.679,0.679,2.533,1.0,2.44,2.62,2.33,2.71,51.57,1740000000.0,1520000000.0
19595.0,53.1599007,-27.7438869,25.97,1.355,-99.0,1.355,-99.0,1.22,1.5,1.09,1.67,11.17,217000000.0,60600000.0
19600.0,53.1453438,-27.7445984,22.16,0.677,0.677,0.662,1.0,0.62,0.7,0.56,0.74,197.19,4120000000.0,819000000.0
19604.0,53.149265299999996,-27.7438183,25.37,0.82,-99.0,0.82,-99.0,0.72,0.91,0.64,1.02,15.23,99200000.0,36300000.0
19605.0,53.113266,-27.7441216,24.09,0.184,-99.0,0.184,-99.0,0.13,0.24,0.08,0.33,37.23,17700000.0,2130000.0
19606.0,53.130161300000005,-27.743845,26.06,3.169,-99.0,3.1689999999999996,-99.0,2.87,3.28,0.2,3.62,12.76,695000000.0,418000000.0
19608.0,53.1725731,-27.743843100000003,25.44,7.663,-99.0,7.662999999999999,-99.0,7.48,7.83,6.45,8.02,15.68,2930000000.0,2180000000.0
19609.0,53.211528799999996,-27.744224499999998,23.73,0.43,-99.0,0.43,-99.0,0.35,0.5,0.19,0.56,23.99,191000000.0,18400000.0
19610.0,53.173408499999994,-27.743757199999997,26.3,2.295,-99.0,2.295,-99.0,2.15,2.44,1.93,2.6,10.73,356000000.0,103000000.0
19613.0,53.093639399999994,-27.7440109,24.62,3.494,3.494,3.409,1.0,3.35,3.47,3.29,3.55,43.28,8540000000.0,957000000.0
19614.0,53.0918541,-27.743944199999998,25.49,1.43,-99.0,1.43,-99.0,1.32,1.55,1.21,1.65,19.82,506000000.0,77500000.0
19615.0,53.0645409,-27.743944199999998,25.37,0.721,-99.0,0.721,-99.0,0.59,0.86,0.43,1.0,17.27,117000000.0,37900000.0
19616.0,53.096359299999996,-27.745054200000002,22.75,1.6069,1.6069,1.575,1.0,1.52,1.64,1.46,1.72,110.35,38800000000.0,5690000000.0
19620.0,53.11461260000001,-27.7437477,25.48,0.515,-99.0,0.515,-99.0,0.1,1.33,0.02,4.33,17.11,32400000.0,22900000.0
19623.0,53.0954704,-27.7440338,24.78,0.107,-99.0,0.107,-99.0,0.07,0.15,0.03,0.22,27.56,15600000.0,1360000.0
19626.0,53.0951576,-27.743846899999998,24.7,3.459,-99.0,3.4589999999999996,-99.0,3.39,3.53,3.29,3.63,31.35,6390000000.0,2430000000.0
19631.0,53.0949554,-27.744169199999998,24.3,0.325,-99.0,0.325,-99.0,0.27,0.38,0.21,0.43,41.76,46000000.0,5990000.0
19633.0,53.146373700000005,-27.7443123,21.94,1.038,1.038,0.998,1.0,0.94,1.05,0.87,1.1,178.59,8110000000.0,1060000000.0
19634.0,53.0645561,-27.7435436,26.64,2.126,-99.0,2.126,-99.0,1.89,2.38,1.55,2.56,8.19,405000000.0,145000000.0
19637.0,53.0995216,-27.7437267,25.23,0.294,-99.0,0.294,-99.0,0.2,0.39,0.14,0.48,19.31,25200000.0,5470000.0
19642.0,53.160549200000005,-27.743503600000004,26.22,0.922,-99.0,0.922,-99.0,0.79,1.04,0.66,1.13,9.33,106000000.0,13400000.0
19644.0,53.2046127,-27.7440224,23.76,2.397,-99.0,2.397,-99.0,2.26,2.55,2.15,2.71,29.24,17100000000.0,3990000000.0
19645.0,53.157672899999994,-27.7435436,25.12,2.33,-99.0,2.33,-99.0,2.16,2.5,1.98,2.62,20.56,3410000000.0,685000000.0
19646.0,53.164558400000004,-27.744447700000002,23.69,0.709,0.6812,0.7090000000000001,2.0,0.68,0.75,0.59,0.79,58.69,373000000.0,49300000.0
19651.0,53.1918297,-27.7437038,24.95,1.733,-99.0,1.733,-99.0,1.66,1.8,1.59,1.88,32.53,976000000.0,237000000.0
19652.0,53.16471479999999,-27.7435799,25.02,2.711,-99.0,2.7110000000000003,-99.0,2.63,2.78,2.05,2.88,26.73,1290000000.0,132000000.0
19653.0,53.113655099999995,-27.743749600000005,24.88,0.286,0.337,0.28600000000000003,2.0,0.23,0.34,0.18,0.39,27.39,19800000.0,2550000.0
19658.0,53.1157265,-27.7435722,25.02,0.622,-99.0,0.622,-99.0,0.55,0.7,0.47,0.77,30.61,112000000.0,14300000.0
19659.0,53.099239299999994,-27.743486400000002,25.62,3.283,-99.0,3.283,-99.0,3.22,3.35,3.15,3.43,20.67,2740000000.0,519000000.0
19664.0,53.17303470000001,-27.743555100000005,24.92,0.837,0.837,0.6679999999999999,1.0,0.59,0.74,0.52,0.81,21.2,263000000.0,103000000.0
19669.0,53.153965,-27.7436333,22.89,0.585,-99.0,0.585,-99.0,0.55,5.44,0.41,9.04,150.01,3440000000.0,820000000.0
19671.0,53.2055931,-27.743557,23.6,0.092,-99.0,0.092,-99.0,0.04,0.24,0.02,5.56,75.72,3050000.0,3590000.0
19672.0,53.16950229999999,-27.743839299999998,24.02,0.178,-99.0,0.17800000000000002,-99.0,0.12,0.24,0.08,0.34,52.87,33600000.0,14300000.0
19673.0,53.201618200000006,-27.743331899999998,25.42,3.624,-99.0,3.6239999999999997,-99.0,3.43,3.83,3.26,4.04,18.35,3770000000.0,1100000000.0
