seq,ra,dec,mag,z_best,z_spec,z_phot,z_spec_quality,zphot_l68,zphot_u68,zphot_l95,zphot_u95,snr,m,m_std
1.0,53.092994700000006,-27.9545364,19.58,0.5303,0.5303,0.514,1.0,0.46,0.56,0.41,0.61,471.89,27100000000.0,3880000000.0
3.0,53.1016846,-27.9584789,21.37,0.264,0.2341,0.264,2.0,0.18,0.35,0.1,0.42,95.06,777000000.0,133000000.0
4.0,53.102279700000004,-27.9586506,24.07,0.63,-99.0,0.63,-99.0,0.5,0.79,0.39,1.14,4.1,611000000.0,245000000.0
5.0,53.0905571,-27.9584999,25.21,2.702,-99.0,2.702,-99.0,2.62,2.79,2.5,3.03,14.04,17400000000.0,5040000000.0
6.0,53.0999413,-27.958280600000005,23.58,2.924,-99.0,2.924,-99.0,2.85,2.98,0.36,3.09,21.48,2480000000.0,662000000.0
7.0,53.096149399999995,-27.957591999999998,21.48,0.684,0.684,0.698,1.0,0.65,0.75,0.57,0.81,69.93,5780000000.0,961000000.0
8.0,53.0915375,-27.958362599999997,26.02,1.758,-99.0,1.758,-99.0,1.62,1.92,1.37,2.71,6.29,353000000.0,801000000.0
9.0,53.0895958,-27.9580288,24.59,0.956,-99.0,0.956,-99.0,0.89,1.02,0.82,1.12,15.33,408000000.0,224000000.0
10.0,53.0909615,-27.957832300000003,24.23,1.026,-99.0,1.026,-99.0,0.95,1.11,0.81,2.94,16.48,422000000.0,277000000.0
12.0,53.09562679999999,-27.9574852,23.38,0.508,-99.0,0.508,-99.0,0.44,0.57,0.33,0.63,11.31,519000000.0,187000000.0
13.0,53.093452500000005,-27.9571342,24.19,0.61,-99.0,0.61,-99.0,0.54,0.68,0.46,0.74,18.55,440000000.0,174000000.0
14.0,53.104488399999994,-27.957067499999997,23.75,0.726,-99.0,0.726,-99.0,0.63,0.84,0.53,0.98,23.53,525000000.0,129000000.0
15.0,53.0884476,-27.9569969,25.81,2.188,-99.0,2.188,-99.0,1.42,2.66,1.07,2.9,2.61,6720000000.0,1840000000.0
16.0,53.1041794,-27.956592600000004,25.54,2.682,-99.0,2.682,-99.0,2.46,2.89,2.19,3.09,9.04,3130000000.0,465000000.0
17.0,53.0944595,-27.956289299999998,25.1,2.742,-99.0,2.742,-99.0,2.59,2.86,0.87,3.01,10.47,1980000000.0,933000000.0
18.0,53.10352710000001,-27.956481899999996,23.64,2.761,-99.0,2.761,-99.0,2.7,2.82,2.55,2.88,24.33,11200000000.0,4720000000.0
19.0,53.098285700000005,-27.956081400000002,25.35,1.311,-99.0,1.311,-99.0,1.06,1.63,0.95,1.84,5.6,1300000000.0,407000000.0
20.0,53.102314,-27.9564075,22.47,0.202,0.202,0.305,1.0,0.24,0.37,0.19,0.44,49.0,124000000.0,15200000.0
21.0,53.08557510000001,-27.956403700000003,23.34,1.092,-99.0,1.092,-99.0,1.0,1.19,0.9,1.29,48.56,3990000000.0,485000000.0
22.0,53.0908394,-27.956403700000003,23.4,0.905,-99.0,0.905,-99.0,0.85,0.96,0.78,1.01,40.38,1060000000.0,182000000.0
23.0,53.090526600000004,-27.9561367,24.8,1.3,-99.0,1.3,-99.0,1.06,1.75,0.93,2.32,15.04,1350000000.0,718000000.0
24.0,53.086433400000004,-27.9559193,24.41,2.254,-99.0,2.254,-99.0,1.92,2.43,1.15,2.61,20.24,4850000000.0,1730000000.0
25.0,53.08488079999999,-27.955818199999996,23.58,1.6,-99.0,1.6,-99.0,1.18,1.89,1.01,5.28,28.96,3920000000.0,3110000000.0
26.0,53.088756599999996,-27.955244099999998,24.69,2.519,-99.0,2.519,-99.0,1.92,2.64,0.07,7.68,19.58,1620000000.0,1070000000.0
27.0,53.0959206,-27.955043800000002,23.45,0.612,-99.0,0.612,-99.0,0.56,0.66,0.51,0.72,33.43,572000000.0,83200000.0
28.0,53.0889816,-27.954431500000002,25.54,3.554,-99.0,3.554,-99.0,2.98,4.24,2.65,5.38,6.57,53900000000.0,10800000000.0
29.0,53.0839958,-27.954423900000002,24.55,1.985,-99.0,1.985,-99.0,1.23,2.45,1.02,2.8,18.58,4840000000.0,2050000000.0
30.0,53.0896416,-27.9543228,23.99,0.491,-99.0,0.491,-99.0,0.43,0.57,0.33,2.28,19.39,213000000.0,62600000.0
31.0,53.1038246,-27.9540195,23.8,2.621,2.8146,2.6210000000000004,2.0,2.56,2.68,2.49,2.75,23.16,4800000000.0,718000000.0
33.0,53.08370970000001,-27.9540596,23.12,2.827,-99.0,2.827,-99.0,2.73,2.95,2.46,3.07,44.74,47300000000.0,9300000000.0
34.0,53.0869637,-27.953350099999998,25.36,1.66,-99.0,1.66,-99.0,1.21,2.17,0.95,2.62,6.96,804000000.0,324000000.0
35.0,53.08997339999999,-27.9538174,23.43,0.102,-99.0,0.102,-99.0,0.07,0.41,0.04,8.21,13.53,56600000.0,11800000.0
36.0,53.1021805,-27.9535561,23.57,0.761,-99.0,0.7609999999999999,-99.0,0.68,0.84,0.61,0.92,33.31,744000000.0,116000000.0
37.0,53.08311460000001,-27.9533443,24.95,3.104,-99.0,3.1039999999999996,-99.0,3.0,3.2,2.89,3.39,16.98,3520000000.0,820000000.0
38.0,53.1044846,-27.953239399999998,24.61,1.548,-99.0,1.548,-99.0,1.02,2.31,0.89,2.56,4.56,843000000.0,180000000.0
39.0,53.0992775,-27.953157399999995,24.67,1.704,-99.0,1.704,-99.0,1.61,1.8,1.52,1.91,19.01,1620000000.0,258000000.0
40.0,53.0882645,-27.9542561,21.47,1.086,1.0925,1.0859999999999999,2.0,1.03,1.14,0.97,1.18,155.72,13500000000.0,1580000000.0
41.0,53.1026497,-27.952892300000002,24.84,0.591,-99.0,0.591,-99.0,0.5,0.67,0.42,0.75,10.88,102000000.0,11600000.0
42.0,53.0879936,-27.9528503,25.63,1.889,-99.0,1.889,-99.0,1.76,2.3,1.38,2.69,6.02,2280000000.0,850000000.0
43.0,53.0824814,-27.952669099999998,25.56,1.586,-99.0,1.5859999999999999,-99.0,1.1,2.1,0.82,2.59,5.93,414000000.0,403000000.0
44.0,53.0865936,-27.953025800000002,23.86,1.417,-99.0,1.4169999999999998,-99.0,1.28,1.57,1.18,1.88,28.49,1400000000.0,383000000.0
45.0,53.090229,-27.954099699999997,22.1,7.895,-99.0,7.895,-99.0,1.38,8.08,0.26,9.44,31.25,8430000000.0,3060000000.0
46.0,53.087245900000006,-27.952262899999997,25.79,1.258,-99.0,1.258,-99.0,1.17,1.96,1.1,2.81,11.01,34100000.0,69600000.0
47.0,53.0835419,-27.9521217,24.94,0.622,-99.0,0.622,-99.0,0.23,1.02,0.1,1.43,9.57,139000000.0,70200000.0
49.0,53.0906029,-27.952423100000004,23.35,2.047,-99.0,2.0469999999999997,-99.0,1.95,2.14,1.83,2.24,46.58,11300000000.0,3120000000.0
50.0,53.0876961,-27.9520435,24.39,1.195,-99.0,1.195,-99.0,1.09,1.31,1.02,1.47,26.56,1750000000.0,795000000.0
53.0,53.083602899999995,-27.9526196,21.24,0.653,-99.0,0.653,-99.0,0.54,0.76,0.44,0.86,200.3,9520000000.0,3930000000.0
54.0,53.1061554,-27.951610600000002,23.98,2.055,-99.0,2.055,-99.0,1.98,2.14,1.87,2.25,20.66,1270000000.0,605000000.0
55.0,53.1059341,-27.951660200000003,23.76,1.971,-99.0,1.9709999999999999,-99.0,1.86,2.06,1.67,2.14,20.63,2360000000.0,496000000.0
56.0,53.091033900000006,-27.9513245,25.4,2.735,-99.0,2.735,-99.0,2.64,2.82,2.52,2.92,14.09,1300000000.0,212000000.0
57.0,53.106773399999994,-27.9524364,21.73,0.619,0.619,0.644,1.0,0.59,0.7,0.53,0.75,78.61,3160000000.0,542000000.0
58.0,53.085235600000004,-27.9520359,21.88,1.072,-99.0,1.072,-99.0,1.0,1.14,0.93,1.21,114.31,8310000000.0,2340000000.0
59.0,53.0800858,-27.9510117,25.38,0.929,-99.0,0.929,-99.0,0.82,1.05,0.7,1.84,10.58,146000000.0,51500000.0
60.0,53.0900993,-27.951049800000003,24.38,0.288,-99.0,0.28800000000000003,-99.0,0.23,3.94,0.17,8.06,16.4,81500000.0,39500000.0
61.0,53.0825348,-27.951049800000003,23.99,0.07,-99.0,0.07,-99.0,0.04,0.11,0.02,0.21,21.08,2350000.0,5150000.0
62.0,53.1040459,-27.950580600000006,23.74,0.119,-99.0,0.11900000000000001,-99.0,0.09,0.15,0.05,0.25,33.36,30700000.0,12000000.0
63.0,53.082977299999996,-27.9500999,25.4,1.691,-99.0,1.6909999999999998,-99.0,1.59,1.8,1.5,1.9,13.33,694000000.0,287000000.0
64.0,53.079547899999994,-27.9502716,22.8,0.8232,0.8232,0.8270000000000001,1.0,0.72,0.93,0.62,1.0,77.54,1520000000.0,512000000.0
65.0,53.09551999999999,-27.9497299,24.48,0.525,-99.0,0.525,-99.0,0.45,0.59,0.37,0.66,17.53,155000000.0,16900000.0
66.0,53.0744858,-27.949537300000003,23.7,1.203,-99.0,1.203,-99.0,1.1,1.3,0.99,1.38,20.28,1170000000.0,282000000.0
67.0,53.083526600000006,-27.9493904,25.34,2.051,-99.0,2.051,-99.0,1.76,2.33,1.19,2.49,13.31,1980000000.0,562000000.0
68.0,53.0896606,-27.949361800000002,25.18,2.025,-99.0,2.025,-99.0,1.88,2.16,1.76,2.47,18.98,1940000000.0,947000000.0
69.0,53.0992966,-27.949319800000005,25.84,2.12,-99.0,2.12,-99.0,1.49,2.42,0.18,2.61,8.83,292000000.0,113000000.0
70.0,53.1017761,-27.9491711,25.19,1.388,-99.0,1.3880000000000001,-99.0,1.21,1.55,1.06,1.95,11.64,501000000.0,106000000.0
71.0,53.087390899999995,-27.9491386,26.1,2.31,-99.0,2.31,-99.0,2.08,2.5,1.82,2.64,7.53,1620000000.0,496000000.0
72.0,53.0799141,-27.949308399999996,23.29,1.337,-99.0,1.337,-99.0,1.28,1.4,1.21,1.46,60.53,2330000000.0,568000000.0
73.0,53.0995255,-27.9491539,23.96,1.55,-99.0,1.55,-99.0,1.45,1.65,1.35,1.78,28.05,3990000000.0,456000000.0
74.0,53.08577729999999,-27.9490376,24.08,2.96,-99.0,2.96,-99.0,2.86,3.08,2.63,6.15,26.6,13600000000.0,3920000000.0
75.0,53.09003829999999,-27.9488907,25.26,0.544,-99.0,0.544,-99.0,0.44,0.65,0.29,0.74,11.84,67000000.0,7180000.0
76.0,53.08321,-27.9513283,21.02,1.149,-99.0,1.149,-99.0,1.08,1.22,1.02,1.3,180.6,27000000000.0,10300000000.0
77.0,53.088829000000004,-27.9489136,24.56,3.562,-99.0,3.562,-99.0,3.48,3.64,3.37,3.73,24.58,6510000000.0,1540000000.0
78.0,53.0907669,-27.9487896,24.64,0.911,-99.0,0.9109999999999999,-99.0,0.78,1.05,0.67,1.17,15.61,229000000.0,59800000.0
79.0,53.0905228,-27.9505463,20.52,1.04,0.953,1.04,2.0,0.99,1.09,0.92,1.14,278.69,52800000000.0,8140000000.0
80.0,53.077648200000006,-27.9496555,21.86,1.105,1.0903,1.105,3.0,1.03,1.19,0.94,1.27,79.86,14900000000.0,5430000000.0
81.0,53.07799910000001,-27.948642699999997,25.17,1.703,-99.0,1.703,-99.0,1.34,2.03,1.14,2.37,10.85,1560000000.0,561000000.0
82.0,53.0730247,-27.9485397,24.95,0.691,-99.0,0.691,-99.0,0.44,1.09,0.21,2.72,3.75,139000000.0,45900000.0
83.0,53.09898760000001,-27.948432899999997,25.1,0.438,-99.0,0.43799999999999994,-99.0,0.34,0.53,0.2,0.6,18.49,68600000.0,12100000.0
84.0,53.094516799999994,-27.9482708,24.83,0.61,-99.0,0.61,-99.0,0.54,0.68,0.46,0.75,15.83,154000000.0,17000000.0
85.0,53.097286200000006,-27.9484196,24.75,0.555,-99.0,0.555,-99.0,0.47,0.64,0.36,0.72,16.6,124000000.0,14100000.0
86.0,53.080455799999996,-27.9482784,24.28,0.104,-99.0,0.10400000000000001,-99.0,0.06,0.15,0.02,0.35,11.94,13900000.0,6460000.0
87.0,53.084262800000005,-27.948030499999998,23.89,1.403,-99.0,1.403,-99.0,1.25,1.55,1.13,1.99,26.0,2080000000.0,657000000.0
89.0,53.073463399999994,-27.9475288,25.1,1.679,-99.0,1.679,-99.0,1.5,1.85,1.28,2.05,6.43,1040000000.0,190000000.0
90.0,53.071464500000005,-27.9478359,23.32,0.922,-99.0,0.922,-99.0,0.82,1.02,0.71,1.13,29.94,1210000000.0,186000000.0
91.0,53.072803500000006,-27.947414399999996,25.43,2.061,-99.0,2.061,-99.0,1.88,2.21,1.48,2.43,9.51,1020000000.0,181000000.0
92.0,53.0809135,-27.947322800000002,25.87,2.774,-99.0,2.7739999999999996,-99.0,2.66,2.9,2.46,3.01,5.75,427000000.0,115000000.0
93.0,53.07070160000001,-27.9474945,24.0,3.374,-99.0,3.3739999999999997,-99.0,3.25,3.51,3.16,3.74,11.32,20300000000.0,4180000000.0
94.0,53.084667200000005,-27.9475613,24.19,3.878,-99.0,3.878,-99.0,3.7,4.07,3.49,4.25,18.91,9660000000.0,2480000000.0
95.0,53.1012497,-27.947551699999998,23.4,0.1788,0.1788,0.155,1.0,0.11,0.2,0.07,0.27,33.75,44700000.0,6020000.0
96.0,53.06793979999999,-27.9470501,24.78,1.829,-99.0,1.829,-99.0,1.68,1.98,1.31,5.18,4.49,5830000000.0,3010000000.0
97.0,53.08369449999999,-27.947238899999995,24.45,2.75,-99.0,2.75,-99.0,2.56,2.91,2.22,3.07,23.92,6290000000.0,1810000000.0
98.0,53.0710068,-27.9474945,23.26,0.569,-99.0,0.569,-99.0,0.2,0.65,0.04,0.76,19.33,1240000000.0,549000000.0
99.0,53.1074066,-27.946832699999998,24.88,1.398,-99.0,1.3980000000000001,-99.0,1.27,1.53,1.16,1.68,14.11,643000000.0,146000000.0
100.0,53.1089745,-27.9468021,25.31,3.845,-99.0,3.845,-99.0,3.64,4.05,3.38,4.22,5.51,2420000000.0,906000000.0
101.0,53.098835,-27.9470348,24.07,1.282,-99.0,1.2819999999999998,-99.0,1.22,1.35,1.15,1.42,34.0,1810000000.0,295000000.0
102.0,53.0803108,-27.9466953,24.96,0.31,-99.0,0.31,-99.0,0.17,0.45,0.09,0.62,13.61,54900000.0,12400000.0
104.0,53.0747108,-27.946662899999996,25.7,1.773,-99.0,1.7730000000000001,-99.0,1.58,1.96,1.37,2.12,6.64,1090000000.0,231000000.0
106.0,53.10956949999999,-27.9464893,25.74,1.431,-99.0,1.431,-99.0,1.23,1.64,1.03,1.87,5.24,602000000.0,133000000.0
107.0,53.0851059,-27.948368100000003,21.1,0.611,0.6726,0.611,2.0,0.55,0.67,0.48,0.74,189.35,6070000000.0,977000000.0
108.0,53.140895799999996,-27.9465561,23.28,1.474,-99.0,1.474,-99.0,1.41,1.54,1.34,1.62,32.12,4370000000.0,1020000000.0
109.0,53.105098700000006,-27.9461136,24.49,2.555,-99.0,2.555,-99.0,2.46,2.66,2.36,2.8,26.79,1190000000.0,286000000.0
110.0,53.075694999999996,-27.9459152,25.98,0.609,-99.0,0.609,-99.0,0.38,0.86,0.15,1.99,5.29,54200000.0,9960000.0
111.0,53.096546200000006,-27.9467163,22.57,0.7328,0.7328,0.7979999999999999,1.0,0.73,0.87,0.67,0.94,93.5,1360000000.0,266000000.0
113.0,53.089099899999994,-27.945909499999996,24.82,1.339,-99.0,1.339,-99.0,1.22,1.48,1.11,1.74,16.75,519000000.0,174000000.0
114.0,53.076854700000005,-27.9459457,23.13,0.614,-99.0,0.614,-99.0,0.52,0.7,0.44,0.78,65.38,1190000000.0,132000000.0
115.0,53.098899800000005,-27.9457951,24.46,0.806,0.806,0.9,1.0,0.82,0.98,0.74,1.04,24.17,420000000.0,61700000.0
117.0,53.0847816,-27.945711100000004,24.08,0.578,-99.0,0.578,-99.0,0.48,0.68,0.11,6.52,27.06,309000000.0,153000000.0
118.0,53.135684999999995,-27.9455147,24.6,2.281,-99.0,2.281,-99.0,2.17,2.39,2.05,2.5,14.53,1400000000.0,402000000.0
119.0,53.13938520000001,-27.945781699999998,22.93,1.171,1.225,1.171,2.0,1.11,1.22,0.95,1.27,30.19,2210000000.0,1000000000.0
120.0,53.1358414,-27.9455872,24.34,0.364,-99.0,0.364,-99.0,0.31,0.41,0.27,0.48,16.66,199000000.0,77300000.0
122.0,53.10601429999999,-27.9453907,24.7,0.255,-99.0,0.255,-99.0,0.19,0.32,0.13,0.4,19.15,32100000.0,4510000.0
123.0,53.0948944,-27.9453049,24.75,3.415,-99.0,3.415,-99.0,3.26,3.58,3.12,3.77,15.94,54000000000.0,5570000000.0
124.0,53.0745125,-27.9452667,24.51,0.679,-99.0,0.679,-99.0,0.55,0.81,0.43,0.97,18.7,185000000.0,34900000.0
125.0,53.0794907,-27.948734299999998,19.24,0.619,0.619,0.628,1.0,0.52,0.74,0.43,0.82,510.75,44100000000.0,17200000000.0
126.0,53.0986137,-27.9451065,24.89,1.252,-99.0,1.252,-99.0,1.15,1.35,1.06,1.43,19.15,724000000.0,116000000.0
127.0,53.083393099999995,-27.946260499999998,22.19,0.614,-99.0,0.614,-99.0,0.54,0.7,0.47,1.12,53.77,2770000000.0,746000000.0
128.0,53.1009445,-27.9446678,25.5,1.565,-99.0,1.565,-99.0,1.36,1.8,1.19,2.02,10.13,502000000.0,139000000.0
129.0,53.07814789999999,-27.9446793,24.35,0.544,-99.0,0.544,-99.0,0.45,0.63,0.24,0.7,28.97,160000000.0,20300000.0
130.0,53.1412086,-27.9449844,22.65,1.459,0.1934,1.459,2.0,1.39,1.53,1.33,1.62,44.84,6470000000.0,967000000.0
131.0,53.1261139,-27.9448471,23.34,0.67,0.67,0.52,1.0,0.46,0.58,0.38,0.63,29.15,795000000.0,271000000.0
132.0,53.13151170000001,-27.9444599,24.78,0.977,-99.0,0.977,-99.0,0.92,1.03,0.82,1.14,15.72,395000000.0,50500000.0
133.0,53.076641099999996,-27.944389299999997,24.73,2.9778,2.9778,2.761,1.0,2.68,2.84,2.6,2.96,17.34,2750000000.0,451000000.0
135.0,53.142288199999996,-27.944471399999998,23.51,2.547,-99.0,2.897,-99.0,2.78,3.01,2.64,3.14,19.12,105000000000.0,14700000000.0
136.0,53.0820694,-27.9441624,25.52,0.508,-99.0,0.508,-99.0,0.22,0.91,0.11,1.23,9.94,62300000.0,22900000.0
137.0,53.08627320000001,-27.9450893,21.74,0.712,0.7755,0.7120000000000001,3.0,0.66,0.77,0.56,0.94,149.82,11500000000.0,3480000000.0
138.0,53.142818500000004,-27.943847700000003,24.38,1.637,-99.0,1.6369999999999998,-99.0,1.41,1.92,1.21,2.42,9.49,1080000000.0,604000000.0
139.0,53.0764275,-27.943962100000004,24.91,2.873,-99.0,2.873,-99.0,2.76,3.13,2.06,6.67,17.37,36300000000.0,12200000000.0
140.0,53.1046295,-27.943944899999995,24.42,2.078,-99.0,2.0780000000000003,-99.0,1.99,2.17,1.9,2.28,24.68,2050000000.0,505000000.0
141.0,53.0825615,-27.9436474,26.04,1.018,-99.0,1.018,-99.0,0.5,1.72,0.05,2.45,4.42,19500000.0,4400000.0
142.0,53.07952120000001,-27.943553899999998,26.28,2.314,-99.0,2.314,-99.0,1.88,2.74,0.94,3.0,7.59,1150000000.0,388000000.0
143.0,53.079345700000005,-27.944364500000002,23.19,1.052,-99.0,1.052,-99.0,0.97,1.14,0.9,1.21,52.78,2350000000.0,291000000.0
144.0,53.080749499999996,-27.9435272,26.19,2.794,-99.0,2.7939999999999996,-99.0,2.43,3.06,0.62,3.8,6.96,1090000000.0,196000000.0
145.0,53.0803223,-27.943670299999997,24.06,2.621,-99.0,2.6210000000000004,-99.0,2.45,2.76,2.25,2.86,27.45,6590000000.0,1520000000.0
146.0,53.0743904,-27.9434643,26.19,2.314,-99.0,2.314,-99.0,0.81,2.5,0.23,2.77,6.51,239000000.0,63800000.0
147.0,53.093338,-27.943414699999998,26.27,1.386,-99.0,1.386,-99.0,0.87,1.94,0.55,2.46,4.18,144000000.0,90000000.0
148.0,53.1241608,-27.943696999999997,23.93,2.603,2.5778,2.603,2.0,2.53,2.67,2.44,2.76,27.88,5230000000.0,724000000.0
149.0,53.130493200000004,-27.9434814,24.83,2.784,-99.0,2.784,-99.0,2.66,2.93,2.49,3.05,19.33,2420000000.0,865000000.0
150.0,53.0799789,-27.943296399999998,25.57,1.912,-99.0,1.912,-99.0,1.49,2.19,1.22,2.42,12.2,466000000.0,134000000.0
151.0,53.103156999999996,-27.9432602,26.0,0.762,-99.0,0.762,-99.0,0.46,1.02,0.19,1.18,5.64,127000000.0,19300000.0
152.0,53.10670089999999,-27.9433002,25.2,2.123,-99.0,2.123,-99.0,1.98,2.27,1.85,2.42,15.11,1170000000.0,222000000.0
154.0,53.1322632,-27.943298300000002,24.56,2.717,-99.0,2.717,-99.0,2.66,2.77,2.6,2.89,26.44,1740000000.0,259000000.0
155.0,53.142105099999995,-27.9433098,23.0,0.898,0.8404,0.898,2.0,0.84,0.95,0.78,1.01,41.35,1590000000.0,128000000.0
156.0,53.1223679,-27.9430847,24.79,0.525,-99.0,0.525,-99.0,0.46,0.59,0.38,0.67,16.69,129000000.0,19900000.0
158.0,53.128273,-27.943073300000002,24.7,1.13,-99.0,1.13,-99.0,1.05,1.22,0.97,1.3,24.09,863000000.0,83600000.0
159.0,53.09011460000001,-27.942934,25.62,0.456,-99.0,0.456,-99.0,0.26,0.66,0.13,0.85,9.47,63600000.0,18300000.0
160.0,53.1307755,-27.9431953,23.65,2.059,1.8293,2.059,3.0,1.96,2.16,1.85,2.25,38.75,6320000000.0,1340000000.0
161.0,53.123436,-27.942844399999995,25.52,0.6,-99.0,0.6,-99.0,0.49,0.71,0.24,0.8,8.78,123000000.0,29400000.0
162.0,53.105442000000004,-27.942895899999996,24.67,0.582,-99.0,0.5820000000000001,-99.0,0.51,0.65,0.45,0.72,15.59,131000000.0,22600000.0
163.0,53.1243515,-27.9431477,23.03,0.617,-99.0,0.617,-99.0,0.55,0.68,0.49,0.74,53.04,849000000.0,80500000.0
164.0,53.12984470000001,-27.942857699999998,24.64,2.705,-99.0,2.705,-99.0,2.65,2.76,2.6,2.85,20.88,1310000000.0,253000000.0
165.0,53.100120499999996,-27.9429684,24.1,0.574,-99.0,0.574,-99.0,0.51,0.64,0.44,0.7,26.95,258000000.0,37800000.0
166.0,53.10663220000001,-27.942686100000003,25.52,1.606,-99.0,1.6059999999999999,-99.0,1.45,1.77,1.22,1.95,7.58,663000000.0,72100000.0
167.0,53.1380196,-27.9429646,23.73,0.917,0.968,0.917,2.0,0.85,0.98,0.78,1.04,20.97,1620000000.0,137000000.0
168.0,53.13508220000001,-27.9427071,24.17,1.01,-99.0,1.01,-99.0,0.93,1.09,0.82,1.16,14.46,988000000.0,198000000.0
169.0,53.0895882,-27.942825300000003,24.29,0.596,-99.0,0.596,-99.0,0.52,0.67,0.45,0.76,27.4,178000000.0,35900000.0
170.0,53.08795550000001,-27.942815799999998,23.97,1.089,-99.0,1.089,-99.0,1.03,1.15,0.96,1.22,22.91,1330000000.0,166000000.0
171.0,53.084270499999995,-27.946048699999995,19.41,0.6202,0.6202,0.619,1.0,0.57,0.67,0.52,0.71,512.46,36100000000.0,7020000000.0
172.0,53.0786552,-27.943183899999998,23.71,2.636,-99.0,2.636,-99.0,2.57,2.7,2.46,2.78,30.36,5900000000.0,675000000.0
173.0,53.105815899999996,-27.942750899999997,23.0,0.6844,0.6844,0.7290000000000001,1.0,0.69,0.78,0.66,0.84,75.25,783000000.0,804000000.0
174.0,53.0808334,-27.942436199999996,25.1,3.347,-99.0,3.347,-99.0,3.15,3.61,3.03,4.09,9.55,3270000000.0,790000000.0
175.0,53.074264500000005,-27.9424591,24.99,0.733,-99.0,0.733,-99.0,0.6,0.87,0.43,1.0,18.92,138000000.0,20700000.0
176.0,53.1245689,-27.9424038,24.86,0.128,-99.0,0.128,-99.0,0.07,0.22,0.02,2.33,8.88,3020000.0,3080000.0
177.0,53.1325951,-27.9423923,25.38,1.776,-99.0,1.776,-99.0,1.58,1.93,1.45,2.04,14.9,592000000.0,111000000.0
178.0,53.1247826,-27.942731899999995,22.3,0.338,0.0,0.33799999999999997,3.0,0.3,0.38,0.27,0.43,107.46,753000000.0,286000000.0
179.0,53.0843964,-27.942350399999995,25.56,2.708,-99.0,2.708,-99.0,2.58,2.82,2.42,2.96,11.83,2210000000.0,539000000.0
180.0,53.104805000000006,-27.9428673,23.56,1.316,1.327,1.3159999999999998,2.0,1.26,1.37,1.2,1.44,43.04,1900000000.0,437000000.0
181.0,53.1292267,-27.9423065,25.16,1.615,-99.0,1.615,-99.0,1.49,1.73,1.34,1.85,15.54,1150000000.0,159000000.0
182.0,53.0898285,-27.9424229,23.83,1.937,-99.0,1.9369999999999998,-99.0,1.86,2.04,1.8,2.4,36.72,1440000000.0,496000000.0
183.0,53.10054399999999,-27.942245500000002,25.65,1.804,-99.0,1.804,-99.0,1.65,1.94,1.49,2.06,11.58,846000000.0,124000000.0
184.0,53.093132,-27.942033799999997,25.35,2.342,-99.0,2.342,-99.0,2.22,2.47,2.11,2.61,14.15,958000000.0,170000000.0
187.0,53.1027184,-27.9419327,25.72,0.732,-99.0,0.732,-99.0,0.6,0.87,0.45,1.0,12.2,84300000.0,20400000.0
188.0,53.090004,-27.941968900000003,24.84,2.42,-99.0,2.42,-99.0,2.3,2.55,2.17,2.65,16.34,1610000000.0,342000000.0
189.0,53.0919456,-27.941883100000002,25.58,2.177,-99.0,2.177,-99.0,2.03,2.31,1.5,2.45,11.4,830000000.0,330000000.0
190.0,53.12746429999999,-27.9421787,22.94,1.089,1.089,1.054,1.0,1.0,1.11,0.91,1.17,53.2,3160000000.0,613000000.0
191.0,53.084514600000006,-27.942050899999995,24.96,2.398,-99.0,2.398,-99.0,2.29,2.5,2.13,2.61,16.18,2570000000.0,420000000.0
192.0,53.13555529999999,-27.9417877,25.28,0.316,-99.0,0.316,-99.0,0.16,0.55,0.09,2.73,15.35,19400000.0,4620000.0
193.0,53.1336288,-27.94203,24.2,0.404,-99.0,0.40399999999999997,-99.0,0.32,0.48,0.24,0.54,29.99,138000000.0,12100000.0
194.0,53.0918579,-27.9416256,26.07,1.674,-99.0,1.6740000000000002,-99.0,1.51,1.85,1.33,2.01,9.69,578000000.0,154000000.0
195.0,53.10694889999999,-27.9416142,25.42,0.875,-99.0,0.875,-99.0,0.71,1.04,0.48,1.17,8.62,241000000.0,31200000.0
196.0,53.1359177,-27.942155800000002,23.06,2.117,0.942,2.117,2.0,2.05,2.19,1.98,2.28,26.1,22100000000.0,6170000000.0
197.0,53.130127,-27.9413853,25.53,2.044,-99.0,2.044,-99.0,1.91,2.18,1.79,2.45,12.21,633000000.0,253000000.0
199.0,53.13428879999999,-27.941429100000004,25.05,0.706,-99.0,0.706,-99.0,0.64,0.77,0.51,0.84,15.61,113000000.0,38700000.0
200.0,53.13220210000001,-27.941528299999998,24.61,0.91,-99.0,0.91,-99.0,0.83,0.99,0.74,1.06,23.0,410000000.0,59600000.0
201.0,53.120220200000006,-27.9413719,24.54,2.169,-99.0,2.169,-99.0,2.02,2.33,1.9,2.49,17.0,4710000000.0,936000000.0
202.0,53.0855103,-27.941356699999996,25.18,2.533,2.6738,2.533,3.0,0.21,2.6,0.07,2.74,9.39,446000000.0,99900000.0
203.0,53.0820312,-27.941257500000003,25.69,3.281,-99.0,3.281,-99.0,3.19,3.39,2.56,4.94,9.16,1020000000.0,1180000000.0
204.0,53.0980911,-27.9412498,25.86,3.309,-99.0,3.3089999999999997,-99.0,3.22,3.41,3.14,3.56,5.19,697000000.0,107000000.0
205.0,53.1254997,-27.941526399999997,23.75,2.481,-99.0,2.481,-99.0,2.38,2.58,2.31,2.65,32.71,4180000000.0,909000000.0
